Základný číselník,Kód číselnika,Názov číselníka,Ang. názov číselníka,URI číselníka,Hlavný gestor,Vedľajší gestor,Zdrojový číselnik,Dátum platnosti,Začiatok účinnosti,Koniec účinnosti,Poznámka,Kód položky,Názov položky,Ang. názov položky,Skrátený názov položky,Ang. skrátený nazov položky,Skratka názvu položky,Ang. skratka názvu položky,URI polozky,Doplňujúci obsah,Merná jednotka,Poznámka pre položku,Zahŕňa,Tiež zahŕňa,Vylučuje,Začiatok účinnosti položky,Koniec účinnosti položky,Logické poradie položky,Legislatívna uznateľnosť
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,0,Neurčené,Neurčené,,,,,,,,,,,,2015-04-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,1,Spoločník,Spoločník,,,,,,,,verejná obchodná spoločnosť,,,,2015-02-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,2,"Komplementár ","Komplementár ",,,,,,,,komanditná spoločnosť,,,,2015-02-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,3,Konateľ,Konateľ,,,,,,,,"spoločnosť s ručením obmedzeným, európske zoskupenie hospodárskych záujmov",,,,2015-02-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,4,Predseda predstavenstva,Predseda predstavenstva,,,,,,,,"akciová spoločnosť, družstvo, európska spoločnosť, združenie účastníkov pozemkových úprav, oblastná organizácia cestovného ruchu",,,,2015-02-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,5,Člen predstavenstva,Člen predstavenstva,,,,,,,,"akciová spoločnosť, družstvo, európska spoločnosť, združenie účastníkov pozemkových úprav, oblastná organizácia cestovného ruchu",,,,2015-02-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,6,Podpredseda predstavenstva,Podpredseda predstavenstva,,,,,,,,akciová spoločnosť,,,,2015-02-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,7,Vedúci organizačnej zložky,Vedúci organizačnej zložky,,,,,,,,"organizačná zložka podniku zahraničnej osoby, družstvo, európska spoločnosť, oblastná organizácia cestovného ruchu, združenie účastníkov pozemkových úprav",,,,2015-02-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,8,Generálny riaditeľ,Generálny riaditeľ,,,,,,,,európske družstvo,,,,2015-02-23,,,ano
ano,CL010113,Typ štatutárneho orgánu,"Type of statutory body  ",https://data.gov.sk/set/codelist/CL010113,Štatistický úrad Slovenskej republiky,,Číselník Štatistického úradu Slovenskej republiky č. CL010113.,2015-06-08,2015-07-01,,Platnosť a účinnosť základného číselníka nadobudnutá na základe výnosu Ministerstva financií SR č. 55/2014 Z. z. o štandardoch pre informačné systémy verejnej správy v znení neskorších predpisov.,9,Riaditeľ,Riaditeľ,,,,,,,,"štátny podnik, európske združenie územnej spolupráce, neziskové organizácie poskytujúce všeobecne prospešné služby",,,,2015-02-23,,,ano
